#_prom,Player,Team_prom,GP,MIN_x,PTS,FGM_x,FGA_x,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST_x,STL,BLK,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN_y,Pos,Team_x,Team_completo,Team_y,FGM_y,AST_y,FGA_y,HOB,Ast/TO,Stl/TO,FT/FGA,Posesiones_equipo,Pace_del_equipo,Puntos_Producidos,Posesiones_Ofensivas,Ofensa_Marginal,Puntos_Marginales_por_Victoria,OWS
46,CHIMA MONEKE,BASK,32,25.0,18.2,5.3,11.0,0.482,1.7,4.8,0.358,5.9,7.5,0.789,2.0,5.1,7.1,3.3,1.1,0.6,2.7,3.7,36,BASK,0.637,0.559,162.9,7.1,17.5,12.4,15.0,15.9,1.6,1.7,22.1,-1.4,1.7,122.9,117.0,5.8,297.8,18.5,800.3,F,BASK,BASKONIA,BASKONIA,1077,609,2244,0.00798514391829155,1.222222222222222,0.40740740740740744,0.5363636363636364,1081.0,1729.6000000000001,19.849999999999998,17.6,1.0027033668115877,8.46952277830172,0.11838959443859556
47,THOMAS BROPLEH,FOR,33,19.6,18.2,6.2,15.7,0.394,3.0,8.5,0.355,2.8,3.2,0.862,1.0,3.2,4.2,2.2,1.3,0.4,2.8,3.1,176,FOR,0.53,0.489,161.1,3.3,11.4,7.2,11.8,14.0,1.9,1.3,25.3,-3.7,1.2,100.6,116.1,-15.5,145.3,11.9,645.4,G,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.008888888888888889,0.7857142857142858,0.46428571428571436,0.17834394904458598,948.208,1935.1183673469384,19.3,19.308,-1.376341101909194,9.475907198748223,-0.14524636776635066
48,WILLY HERNANGOMEZ,FCB,31,16.2,18.0,6.9,12.2,0.561,0.0,0.2,0.0,4.3,7.0,0.612,3.7,7.8,11.5,1.9,0.9,0.8,2.2,2.9,23,FCB,0.588,0.561,117.4,13.6,26.5,20.3,8.3,12.6,1.4,2.3,22.6,-2.7,1.5,118.6,110.8,7.8,218.3,19.8,502.8,C,FCB,BARCA,BARCA,1151,637,2259,0.007645525629887055,0.8636363636363635,0.40909090909090906,0.3524590163934426,1152.58,2845.8765432098767,18.95,17.18,0.5524684001035851,13.93571704842195,0.03964405980574537
49,KAMERON TAYLOR,UNI,33,21.1,18.0,6.9,14.2,0.482,1.9,4.9,0.389,2.4,3.1,0.767,1.5,5.5,7.0,4.3,2.3,0.8,2.9,3.4,45,UNI,0.577,0.549,163.8,5.1,20.2,12.3,19.7,15.9,3.4,2.6,23.3,-0.2,1.3,110.0,104.8,5.2,283.3,18.0,697.5,F,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.01129032258064516,1.4827586206896552,0.793103448275862,0.16901408450704225,994.764,1885.808530805687,20.15,19.864,-1.121744336457649,9.23444629230716,-0.12147391418499323
50,JAIME FERNANDEZ,TEN,19,15.6,17.9,6.2,15.6,0.398,1.9,7.3,0.267,3.5,4.3,0.829,0.5,3.0,3.5,5.7,2.2,0.0,1.3,4.6,52,TEN,0.513,0.461,149.4,2.0,11.2,6.8,26.4,7.1,3.4,0.0,26.1,7.2,1.1,115.9,114.9,1.0,95.6,17.6,296.3,PG,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.010937500000000001,4.384615384615385,1.6923076923076923,0.22435897435897437,1090.692,2796.646153846154,20.75,23.192,-4.085596790733273,13.694645179723574,-0.2983353520383608
51,BRANDON TAYLOR,LBC,31,26.7,17.8,6.1,13.0,0.468,2.6,6.2,0.427,3.0,3.3,0.909,0.3,2.3,2.7,9.2,1.6,0.0,3.6,3.3,48,LBC,0.617,0.57,180.4,1.2,8.2,4.6,43.8,20.0,2.4,0.0,23.0,6.9,1.4,119.1,125.3,-6.3,333.9,17.8,829.1,PG,LBC,CB CORUNA,CB CORUNA,1036,695,2234,0.014768339768339767,2.5555555555555554,0.4444444444444445,0.23076923076923078,1040.752,1559.1790262172285,22.4,23.652,-2.9281965891007005,7.635003629739309,-0.3835226191242402
52,JUAN FRANCISCO FERNANDEZ,SJG,28,19.0,17.8,6.3,11.4,0.554,0.1,2.3,0.059,5.1,8.2,0.615,2.5,6.4,8.9,1.8,1.1,1.0,2.4,5.1,57,SJG,0.593,0.56,122.7,8.2,22.5,15.1,9.5,13.6,1.6,3.2,22.0,-3.2,1.6,113.7,112.7,1.0,184.5,17.3,532.5,PF,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.008553326293558606,0.75,0.45833333333333337,0.4473684210526315,950.5079999999999,2001.0694736842104,18.7,16.808,0.7008317153050676,9.798857243485575,0.07152178033525194
53,PEP BUSQUETS,SJG,21,16.7,17.8,6.3,14.2,0.442,2.6,8.5,0.301,2.7,3.6,0.743,2.0,4.5,6.5,2.4,1.4,0.1,2.1,4.9,99,SJG,0.564,0.533,148.6,6.4,15.5,10.8,11.4,11.5,2.1,0.3,22.2,-1.3,1.3,114.0,115.4,-1.4,102.4,15.0,350.4,F,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.009186906019007391,1.1428571428571428,0.6666666666666666,0.19014084507042256,948.684,2272.297005988024,19.0,18.183999999999997,-0.4726842032896599,11.127006967670193,-0.0424808041068956
54,KEYE VAN DER VUURST DE VRIES,FOR,11,18.6,17.7,5.6,12.8,0.438,2.5,6.8,0.359,4.0,4.6,0.885,0.5,2.6,3.2,8.2,1.2,0.0,4.2,4.4,87,FOR,0.598,0.534,168.2,1.8,9.1,5.5,43.2,22.1,1.8,0.0,24.6,3.6,1.4,111.3,119.1,-7.8,68.3,15.5,205.1,PG,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.014603174603174602,1.952380952380952,0.2857142857142857,0.3125,950.724,2044.5677419354838,21.799999999999997,23.024,-2.855690777416477,10.011860003528845,-0.28523079391940576
55,DARRUN HILLIARD,BRE,26,27.7,17.7,5.7,13.8,0.413,3.0,8.9,0.331,3.3,4.0,0.825,0.4,3.9,4.3,4.8,1.0,0.1,3.8,3.7,160,BRE,0.567,0.52,157.0,1.4,13.3,7.4,24.4,19.6,1.4,0.3,25.4,-1.8,1.3,103.8,117.5,-13.8,185.5,12.6,719.0,SG,BRE,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.009776536312849162,1.263157894736842,0.2631578947368421,0.23913043478260868,1079.1599999999999,1558.353790613718,20.099999999999998,20.36,-1.7028954233929596,7.63096260768716,-0.223156043469211
56,IKE IROEGBU,SJG,33,25.0,17.7,5.7,15.6,0.367,1.6,6.3,0.25,4.6,5.6,0.822,0.8,2.8,3.6,4.8,1.0,0.2,3.0,3.2,182,SJG,0.488,0.417,143.9,2.8,9.7,6.1,24.2,14.3,1.4,0.5,26.7,0.4,1.1,101.7,118.5,-16.8,183.6,11.7,823.4,G,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.011087645195353749,1.5999999999999999,0.3333333333333333,0.2948717948717949,951.6640000000001,1522.6624000000002,20.099999999999998,22.864,-4.384351717114765,7.456188645041376,-0.5880151275451582
57,SERGIO LLULL,RMB,32,16.7,17.7,5.3,13.8,0.385,3.2,9.3,0.341,3.8,4.6,0.838,0.4,3.0,3.4,5.4,0.9,0.1,2.1,2.3,90,RMB,0.558,0.5,156.4,1.5,9.0,5.6,25.1,11.7,1.3,0.4,23.2,4.2,1.3,118.7,109.7,9.0,168.8,15.5,534.1,PG,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.01022944550669216,2.5714285714285716,0.42857142857142855,0.27536231884057966,1049.7239999999997,2514.308982035928,20.4,21.224000000000004,-2.3281263490222095,12.312093660408125,-0.18909264445483726
58,MATT COSTELLO,VAL,36,20.2,17.7,6.9,12.9,0.538,2.0,5.9,0.333,1.8,2.6,0.698,3.3,6.7,10.0,2.9,1.1,1.8,1.0,4.1,12,VAL,0.63,0.615,157.0,10.9,21.2,16.2,12.3,6.6,1.6,5.1,18.2,2.6,1.4,139.7,107.6,32.1,365.6,22.2,727.8,C,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.007890499194847021,2.9,1.1,0.13953488372093023,1240.844,2457.1168316831686,19.15,16.944,1.0051935140486137,12.032034559949784,0.08354310395637768
59,RICCARDO VISCONTI,GRA,10,18.4,17.6,4.9,12.9,0.379,2.9,9.6,0.306,4.9,5.9,0.833,2.0,3.3,5.3,1.8,1.8,0.4,2.5,4.3,103,GRA,0.568,0.492,151.8,6.6,12.5,9.4,8.6,14.1,2.6,1.2,22.6,-3.8,1.4,114.0,118.6,-4.7,48.0,14.8,183.6,SG,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.007120085015940489,0.72,0.72,0.3798449612403101,944.096,2052.3826086956524,18.5,17.296,-0.021752418615154312,10.050127922142767,-0.0021643922130810574
60,LUKA SAMANIC,BASK,20,14.2,17.6,6.3,13.4,0.472,1.0,3.8,0.267,3.9,4.9,0.795,1.9,4.2,6.1,2.4,0.6,0.4,2.2,2.8,93,BASK,0.564,0.509,153.3,6.7,14.7,10.7,11.3,12.1,1.0,1.1,23.1,-1.5,1.3,113.9,119.5,-5.6,83.6,15.4,284.2,PF,BASK,BASKONIA,BASKONIA,1077,609,2244,0.008077994428969358,1.0909090909090908,0.2727272727272727,0.291044776119403,1079.456,3040.7211267605635,18.8,17.956,-0.4285260423597208,14.889833976388678,-0.028779773034356818
61,SERGIO DE LARREA,VAL,24,12.5,17.5,5.8,11.2,0.516,2.7,5.3,0.5,3.3,4.1,0.794,2.5,4.3,6.9,6.6,1.4,0.6,5.2,5.5,68,VAL,0.672,0.634,181.0,8.4,13.5,11.1,26.7,28.5,2.1,1.7,21.9,-2.1,1.6,116.3,112.1,4.1,116.5,16.8,298.9,F,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.009983896940418678,1.2692307692307692,0.2692307692307692,0.29464285714285715,1246.5040000000001,3988.8128000000006,20.8,19.604,-0.19331836346736253,19.53245887371731,-0.00989728762349987
62,BRANCOU BADIO,VAL,35,20.7,17.4,6.1,13.4,0.456,2.9,7.8,0.373,2.3,2.7,0.852,1.6,2.9,4.5,4.9,1.3,0.2,2.5,4.0,80,VAL,0.597,0.565,168.1,5.5,9.1,7.3,19.9,14.5,1.9,0.7,20.8,2.1,1.3,124.2,113.4,10.8,243.8,16.1,725.0,PG,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.008856682769726247,1.9600000000000002,0.52,0.17164179104477612,1244.0880000000002,2404.034782608696,19.849999999999998,19.488,-1.0190975447486217,11.7721018450127,-0.08656886919308862
63,RETIN OBASOHAN,MAN,33,19.7,17.3,5.4,14.0,0.389,1.6,4.8,0.326,4.9,7.1,0.69,1.2,2.4,3.7,4.3,1.8,0.1,3.2,6.2,191,MAN,0.507,0.444,140.4,4.0,8.8,6.2,20.2,15.8,2.5,0.2,24.6,-1.0,1.2,103.4,109.6,-6.2,127.1,11.2,649.6,PG,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.00968063872255489,1.3437499999999998,0.5625,0.35000000000000003,1007.124,2044.9218274111674,19.45,21.424,-3.4923001743993467,10.01359389286844,-0.3487559223753342
64,TIMOTHE LUWAWU-CABARROT,BASK,32,23.8,17.3,5.8,12.8,0.45,2.3,5.9,0.392,3.5,4.2,0.82,1.0,3.3,4.3,2.8,1.0,0.3,2.3,5.0,124,BASK,0.59,0.541,166.2,3.5,11.5,7.6,12.9,13.6,1.5,1.0,22.0,-1.3,1.4,115.2,119.8,-4.6,188.4,13.9,760.6,F,BASK,BASKONIA,BASKONIA,1077,609,2244,0.00798514391829155,1.2173913043478262,0.4347826086956522,0.2734375,1080.148,1815.3747899159662,18.7,17.448,0.015475474098217035,8.889545637342723,0.001740862213835598
